date,order_id,product,category,price,cost_price,quantity,discount_pct,total_sales,profit,region,sales_channel,payment_method,customer_type,is_weekend
2024-05-07,cf2dcabc,C,Furniture,1234.63,803.48,7,10.0,7778.17,2153.81,North,Online,NetBanking,Returning,0
2024-02-23,fe22d4d8,C,Furniture,650.95,454.89,3,10.0,1757.57,392.9,West,Retail,UPI,Returning,0
2024-10-12,e948a8dc,D,Furniture,1495.81,950.72,5,0.0,7479.05,2725.45,North,Online,UPI,New,1
2024-07-14,6eceb140,D,Furniture,1035.18,596.5,8,10.0,7453.3,2681.3,West,Distributor,Card,Returning,1
2024-12-07,1be7e13e,B,Electronics,547.0,371.45,3,5.0,1558.95,444.6,East,Retail,NetBanking,New,1
2024-12-19,1b77eb6b,D,Furniture,1640.07,1191.68,1,15.0,1394.06,202.38,West,Retail,NetBanking,New,0
2024-02-05,d6449f0d,C,Furniture,644.89,477.58,9,0.0,5804.01,1505.79,North,Online,NetBanking,Returning,0
2024-10-12,3bf756b1,C,Furniture,933.72,648.42,1,0.0,933.72,285.3,West,Retail,Cash,Returning,1
2024-05-08,ec63bb5f,G,Electronics,506.23,322.07,3,15.0,1290.89,324.68,South,Distributor,Cash,Returning,0
2024-09-22,44c4f623,D,Furniture,1331.15,809.98,6,5.0,7587.56,2727.68,East,Retail,UPI,Returning,1
2024-03-03,eee8e1a3,D,Furniture,1414.39,1058.55,10,5.0,13436.71,2851.21,West,Online,NetBanking,New,1
2024-12-16,d994678b,B,Electronics,452.5,280.47,4,15.0,1538.5,416.62,East,Distributor,NetBanking,Returning,0
2024-05-22,e84bbc5a,C,Furniture,950.58,612.72,9,5.0,8127.46,2612.98,East,Distributor,Cash,New,0
2024-09-28,674c1290,B,Electronics,437.94,266.05,4,10.0,1576.58,512.38,West,Distributor,Cash,Returning,1
2024-07-28,272794a4,E,Clothing,358.56,228.59,5,10.0,1613.52,470.57,South,Retail,NetBanking,Returning,1
2024-07-21,af5453df,D,Furniture,1645.88,1200.73,6,5.0,9381.52,2177.14,North,Distributor,Cash,New,1
2024-10-30,7e69e6c6,B,Electronics,454.2,255.11,2,15.0,772.14,261.92,North,Distributor,UPI,New,0
2024-08-29,9cc20912,F,Clothing,243.57,164.05,6,0.0,1461.42,477.12,North,Online,UPI,Returning,0
2024-02-14,08e5742d,F,Clothing,238.49,166.21,5,5.0,1132.83,301.78,North,Retail,Cash,Returning,0
2024-03-19,a45c2b34,C,Furniture,1393.37,958.31,8,0.0,11146.96,3480.48,North,Online,NetBanking,New,0
2024-04-20,99ff9483,E,Clothing,380.09,266.21,6,5.0,2166.51,569.25,West,Retail,Cash,New,1
2024-08-31,6ca97c83,C,Furniture,650.09,386.36,8,15.0,4420.61,1329.73,North,Retail,Cash,New,1
2024-06-29,4e7c0397,G,Electronics,693.79,460.4,3,0.0,2081.37,700.17,South,Online,Card,New,1
2024-10-25,eb537278,D,Furniture,1860.21,1305.69,3,0.0,5580.63,1663.56,East,Online,UPI,New,0
2024-07-07,d86da468,F,Clothing,171.14,99.5,5,5.0,812.91,315.41,North,Retail,Card,Returning,1
2024-07-08,9497a1bd,C,Furniture,620.47,380.26,3,5.0,1768.34,627.56,North,Distributor,Card,New,0
2024-05-29,cf415cb5,C,Furniture,728.3,439.2,1,10.0,655.47,216.27,South,Online,UPI,New,0
2024-05-05,0177addf,F,Clothing,84.15,48.45,1,15.0,71.53,23.08,North,Online,NetBanking,Returning,1
2024-03-21,9990b1e7,C,Furniture,602.45,439.87,1,0.0,602.45,162.58,West,Distributor,UPI,New,0
2024-05-26,af096c51,A,Electronics,570.49,328.87,7,0.0,3993.43,1691.34,West,Distributor,Cash,Returning,1
2024-06-07,e055b092,G,Electronics,528.88,344.32,3,0.0,1586.64,553.68,West,Retail,Card,Returning,0
2024-01-11,a5b61bb4,G,Electronics,791.61,488.23,4,10.0,2849.8,896.88,East,Retail,,New,0
2024-04-12,6b3a691b,D,Furniture,1817.64,1248.43,6,0.0,10905.84,3415.26,East,Distributor,NetBanking,Returning,0
2024-03-21,569c103e,G,Electronics,436.74,244.36,9,5.0,3734.13,1534.89,South,Distributor,Cash,New,0
2024-05-06,807f050e,B,Electronics,595.52,366.8,8,0.0,4764.16,1829.76,South,Retail,Card,Returning,0
2024-02-27,11a70020,E,Clothing,382.35,270.92,5,5.0,1816.16,461.56,West,Retail,,New,0
2024-10-09,777533c4,G,Electronics,447.59,281.08,9,0.0,4028.31,1498.59,East,Retail,Card,New,0
2024-09-26,47e81a23,B,Electronics,436.39,304.62,6,15.0,2225.59,397.87,North,Distributor,Cash,New,0
2024-04-16,dc701ad7,D,Furniture,1224.36,783.4,8,10.0,8815.39,2548.19,North,Distributor,Cash,Returning,0
2024-07-25,6c76fd5f,F,Clothing,241.63,171.38,6,10.0,1304.8,276.52,South,Retail,Card,Returning,0
2024-08-17,cadc5809,A,Electronics,521.68,381.73,1,5.0,495.6,113.87,West,Retail,UPI,New,1
2024-03-12,56b718be,G,Electronics,578.53,403.63,9,5.0,4946.43,1313.76,South,Retail,UPI,Returning,0
2024-09-01,a8ff7847,B,Electronics,585.0,328.56,3,0.0,1755.0,769.32,East,Retail,Cash,Returning,1
2024-10-24,93c16978,E,Clothing,152.53,86.74,3,10.0,411.83,151.61,West,Online,Card,Returning,0
2024-08-20,a55ab1a6,A,Electronics,733.13,491.78,3,10.0,1979.45,504.11,North,Retail,NetBanking,Returning,0
2024-05-27,6a870588,G,Electronics,447.1,274.9,8,10.0,3219.12,1019.92,East,Retail,Card,New,0
2024-10-08,29c13cf4,C,Furniture,840.31,518.35,6,5.0,4789.77,1679.67,North,Distributor,Cash,New,0
2024-12-06,febc73f1,A,Electronics,474.17,324.8,5,15.0,2015.22,391.22,South,Distributor,UPI,Returning,0
2024-06-05,41c6a7e2,F,Clothing,140.12,79.2,8,15.0,952.82,319.22,West,Distributor,Cash,New,0
2024-10-30,5afbc76d,G,Electronics,513.2,296.07,1,10.0,461.88,165.81,South,Retail,Card,New,0
2024-07-02,55a93605,D,Furniture,1827.71,1345.44,3,15.0,4660.66,624.34,East,Distributor,Cash,New,0
2024-07-07,b959b28e,C,Furniture,836.88,484.74,4,10.0,3012.77,1073.81,North,Distributor,Card,New,1
2024-12-18,6e00f377,E,Clothing,244.86,157.38,5,0.0,1224.3,437.4,East,Retail,UPI,Returning,0
2024-02-05,750378e6,D,Furniture,1643.64,1079.55,8,15.0,11176.75,2540.35,East,Distributor,Card,New,0
2024-11-20,3a443a25,C,Furniture,637.06,404.58,5,10.0,2866.77,843.87,South,Online,Cash,New,0
2024-04-15,49d0fc35,C,Furniture,798.95,587.53,6,15.0,4074.65,549.47,West,Online,Cash,New,0
2024-08-19,27ea37f4,A,Electronics,743.38,426.32,7,10.0,4683.29,1699.05,East,Distributor,Card,Returning,0
2024-06-21,38712d55,G,Electronics,451.13,298.93,1,10.0,406.02,107.09,South,Online,Card,New,0
2024-01-06,09fea89d,G,Electronics,894.23,619.0,9,5.0,7645.67,2074.67,East,Distributor,UPI,New,1
2024-07-19,6599d409,G,Electronics,381.77,262.87,9,10.0,3092.34,726.51,North,Distributor,NetBanking,Returning,0
2024-02-28,a8316a3b,D,Furniture,1089.8,599.79,8,10.0,7846.56,3048.24,South,Online,NetBanking,Returning,0
2024-05-06,e58abe2b,E,Clothing,299.53,208.99,3,15.0,763.8,136.83,West,Distributor,NetBanking,Returning,0
2024-02-24,e810331a,B,Electronics,418.71,308.4,2,5.0,795.55,178.75,East,Distributor,Card,New,1
2024-01-16,f06fe03b,D,Furniture,1055.5,764.31,6,10.0,5699.7,1113.84,East,Retail,Cash,Returning,0
2024-09-28,78ad3b1d,D,Furniture,1128.03,745.03,8,10.0,8121.82,2161.58,West,Retail,Card,New,1
2024-04-11,5583d592,B,Electronics,438.99,328.07,9,0.0,3950.91,998.28,West,Distributor,Cash,Returning,0
2024-04-21,75a3f67b,F,Clothing,115.6,74.3,5,10.0,520.2,148.7,East,Online,Cash,New,1
2024-11-05,5ecf28b5,A,Electronics,596.38,391.54,8,5.0,4532.49,1400.17,North,Distributor,Cash,New,0
2024-10-25,fcafb66d,D,Furniture,1857.86,1123.97,5,10.0,8360.37,2740.52,West,Online,Card,Returning,0
2024-07-20,be171ed7,D,Furniture,1138.74,786.75,6,10.0,6149.2,1428.7,South,Online,UPI,Returning,1
2024-01-25,cec0ed71,A,Electronics,457.09,276.73,2,10.0,822.76,269.3,South,Retail,NetBanking,New,0
2024-08-17,69df610c,D,Furniture,1766.57,1103.97,1,0.0,1766.57,662.6,South,Retail,NetBanking,Returning,1
2024-02-19,87c27ca9,F,Clothing,170.17,103.23,1,15.0,144.64,41.41,East,Distributor,Cash,Returning,0
2024-11-22,cdc692b6,D,Furniture,1341.1,974.97,10,10.0,12069.9,2320.2,North,Distributor,UPI,New,0
2024-01-16,214f7743,F,Clothing,256.53,180.31,6,10.0,1385.26,303.4,West,Retail,Cash,New,0
2024-07-24,40e7333f,F,Clothing,238.14,162.06,4,10.0,857.3,209.06,South,Distributor,Cash,Returning,0
2024-11-05,94e48283,A,Electronics,677.65,445.92,10,15.0,5760.02,1300.82,South,Online,Cash,Returning,0
2024-10-31,ff15a30d,E,Clothing,339.68,217.25,3,10.0,917.14,265.39,North,Distributor,UPI,New,0
2024-04-10,cbf1fbea,G,Electronics,385.34,258.8,10,5.0,3660.73,1072.73,North,Retail,NetBanking,New,0
2024-10-27,1d0d0bb2,G,Electronics,618.07,400.44,4,0.0,2472.28,870.52,North,Online,UPI,New,1
2024-10-30,7a28235a,E,Clothing,343.74,243.55,4,10.0,1237.46,263.26,West,Retail,UPI,New,0
2024-04-21,6526ded9,E,Clothing,168.21,115.94,1,5.0,159.8,43.86,North,Retail,Cash,New,1
2024-02-16,5d94d43b,G,Electronics,362.08,264.83,5,10.0,1629.36,305.21,South,Retail,NetBanking,New,0
2024-09-25,44aa92a8,G,Electronics,642.16,451.08,4,15.0,2183.34,379.02,East,Online,Cash,New,0
2024-03-02,d2c0895e,B,Electronics,367.08,237.78,9,10.0,2973.35,833.33,South,Distributor,NetBanking,New,1
2024-09-27,73d74b15,D,Furniture,939.88,693.41,1,5.0,892.89,199.48,East,Distributor,UPI,New,0
2024-02-13,f684c420,D,Furniture,1335.56,758.81,4,15.0,4540.9,1505.66,West,Online,UPI,New,0
2024-09-04,d31d276c,B,Electronics,259.93,169.31,4,5.0,987.73,310.49,West,Distributor,UPI,New,0
2024-04-28,ca724145,E,Clothing,245.34,152.55,3,0.0,736.02,278.37,North,Distributor,NetBanking,Returning,1
2024-10-20,2d2cabab,C,Furniture,1469.13,996.88,3,5.0,4187.02,1196.38,East,Distributor,Card,Returning,1
2024-09-18,10ee76cc,B,Electronics,286.42,212.88,8,5.0,2176.79,473.75,North,Distributor,UPI,New,0
2024-11-01,6246b6fb,A,Electronics,593.95,390.14,5,10.0,2672.78,722.08,South,Online,NetBanking,New,0
2024-09-25,c536cfed,E,Clothing,322.77,182.18,10,10.0,2904.93,1083.13,East,Distributor,,New,0
2024-10-15,9e8016f0,E,Clothing,154.01,110.71,6,5.0,877.86,213.6,South,Online,NetBanking,Returning,0
2024-05-23,851f53ef,G,Electronics,457.0,284.79,7,5.0,3039.05,1045.52,South,Distributor,NetBanking,New,0
2024-02-20,597316e0,D,Furniture,1567.21,1120.92,8,5.0,11910.8,2943.44,North,Distributor,,New,0
2024-06-30,6942e5bb,G,Electronics,864.33,645.98,7,15.0,5142.76,620.9,North,Retail,Card,Returning,1
2024-06-01,e836a188,A,Electronics,508.28,294.85,3,5.0,1448.6,564.05,South,Online,Cash,New,1
2024-12-12,287c26d2,D,Furniture,872.68,540.48,8,10.0,6283.3,1959.46,West,Retail,NetBanking,Returning,0
2024-11-01,b6ba1a7e,E,Clothing,122.68,80.39,2,15.0,208.56,47.78,East,Distributor,UPI,New,0
2024-02-08,e87aad6e,D,Furniture,1423.17,893.28,10,0.0,14231.7,5298.9,East,Distributor,Card,New,0
2024-03-30,ce3c852c,E,Clothing,219.79,134.22,7,10.0,1384.68,445.14,South,Retail,Card,Returning,1
2024-08-15,69c98d8f,C,Furniture,1298.49,814.82,3,15.0,3311.15,866.69,North,Distributor,NetBanking,New,0
2024-10-04,9624eede,C,Furniture,1465.71,846.7,6,10.0,7914.83,2834.63,South,Online,Card,New,0
2024-03-10,5789688b,B,Electronics,313.12,224.93,4,15.0,1064.61,164.89,East,Online,UPI,New,1
2024-02-24,c85c1592,C,Furniture,1267.97,869.78,9,5.0,10841.14,3013.12,North,Distributor,Cash,Returning,1
2024-08-14,07b0f880,D,Furniture,930.91,532.65,9,5.0,7959.28,3165.43,North,Online,Cash,New,0
2024-02-18,862be291,F,Clothing,234.51,151.76,6,5.0,1336.71,426.15,West,Retail,Cash,New,1
2024-08-29,6b49b87f,D,Furniture,1824.23,1203.57,9,10.0,14776.26,3944.13,West,Retail,Card,New,0
2024-08-11,4154f707,C,Furniture,1180.41,776.27,10,15.0,10033.49,2270.79,North,Online,Card,Returning,1
2024-11-05,7bd18c7f,B,Electronics,440.15,281.04,2,0.0,880.3,318.22,East,Distributor,UPI,Returning,0
2024-10-03,b793f574,A,Electronics,370.88,270.35,4,5.0,1409.34,327.94,West,Retail,Card,Returning,0
2024-07-04,79092bba,E,Clothing,137.47,77.87,4,10.0,494.89,183.41,West,Retail,Cash,Returning,0
2024-11-14,9206c5a3,E,Clothing,121.57,73.37,4,0.0,486.28,192.8,South,Online,Card,New,0
2024-06-11,61a8664c,A,Electronics,579.06,422.15,4,0.0,2316.24,627.64,South,Distributor,NetBanking,Returning,0
2024-11-04,c84f485b,F,Clothing,81.96,50.29,9,5.0,700.76,248.15,East,Distributor,Card,New,0
2024-06-29,f77ac249,A,Electronics,536.47,357.7,8,0.0,4291.76,1430.16,East,Retail,UPI,New,1
2024-04-15,020004d2,G,Electronics,618.6,380.4,5,0.0,3093.0,1191.0,South,Retail,NetBanking,New,0
2024-09-01,cb5520d6,G,Electronics,628.79,414.92,7,10.0,3961.38,1056.94,North,Distributor,Cash,New,1
2024-04-15,4a0b9701,B,Electronics,583.2,406.87,8,15.0,3965.76,710.8,North,Retail,UPI,New,0
2024-03-29,18560b0d,C,Furniture,769.89,570.03,7,0.0,5389.23,1399.02,North,Retail,Cash,New,0
2024-10-30,74a1ff60,E,Clothing,188.11,109.08,1,0.0,188.11,79.03,East,Retail,Cash,New,0
2024-11-29,3ebfe40c,B,Electronics,267.4,151.28,7,5.0,1778.21,719.25,West,Retail,Cash,Returning,0
2024-05-11,06668281,C,Furniture,713.25,394.5,6,5.0,4065.52,1698.52,South,Online,UPI,New,1
2024-09-26,7963a4e4,B,Electronics,432.26,263.62,2,0.0,864.52,337.28,South,Distributor,NetBanking,New,0
2024-08-16,5ea91a12,D,Furniture,1718.33,1265.09,2,15.0,2921.16,390.98,South,Retail,UPI,Returning,0
2024-08-15,067e358b,B,Electronics,370.17,235.06,4,10.0,1332.61,392.37,East,Online,UPI,Returning,0
2024-01-10,8137f81a,G,Electronics,679.84,473.32,6,10.0,3671.14,831.22,West,Retail,NetBanking,New,0
2024-05-19,06a4dd2f,B,Electronics,533.67,354.78,9,0.0,4803.03,1610.01,East,Retail,Card,New,1
2024-06-29,9caa2f67,G,Electronics,792.66,538.57,8,10.0,5707.15,1398.59,East,Distributor,NetBanking,New,1
2024-09-08,338814e4,C,Furniture,926.8,562.72,8,15.0,6302.24,1800.48,South,Online,UPI,Returning,1
2024-09-26,6fbb6ca8,F,Clothing,283.96,165.92,8,0.0,2271.68,944.32,West,Distributor,NetBanking,Returning,0
2024-08-27,8d5c1aa9,G,Electronics,879.95,587.65,10,15.0,7479.57,1603.08,East,Distributor,UPI,Returning,0
2024-03-17,57e650ec,B,Electronics,468.37,326.16,5,10.0,2107.66,476.86,West,Distributor,Cash,Returning,1
2024-08-17,6d353d47,E,Clothing,366.83,240.88,3,10.0,990.44,267.8,East,Retail,Card,New,1
2024-07-22,d602754b,E,Clothing,339.15,209.97,5,10.0,1526.17,476.32,South,Retail,NetBanking,Returning,0
2024-02-08,555ac2cd,E,Clothing,338.28,239.04,1,10.0,304.45,65.41,South,Distributor,Card,Returning,0
2024-05-18,eb1733e3,E,Clothing,130.07,95.18,7,0.0,910.49,244.23,East,Online,NetBanking,New,1
2024-10-31,420c86eb,G,Electronics,771.45,574.89,6,5.0,4397.27,947.93,West,Retail,UPI,Returning,0
2024-01-23,681b2b50,C,Furniture,1367.93,998.86,2,15.0,2325.48,327.76,South,Retail,NetBanking,New,0
2024-08-13,13c1f808,E,Clothing,145.04,98.45,10,10.0,1305.36,320.86,South,Retail,,New,0
2024-05-08,091aa967,E,Clothing,174.28,119.14,4,5.0,662.26,185.7,North,Distributor,UPI,New,0
2024-05-29,428aa654,G,Electronics,580.7,370.89,5,10.0,2613.15,758.7,North,Retail,Card,Returning,0
2024-10-25,59f3e0ff,C,Furniture,1266.49,912.94,2,5.0,2406.33,580.45,East,Retail,UPI,New,0
2024-01-29,9fcbd3ea,B,Electronics,543.48,360.28,1,0.0,543.48,183.2,South,Online,UPI,New,0
2024-03-02,4ff37450,D,Furniture,1205.94,873.83,4,10.0,4341.38,846.06,East,Online,UPI,New,1
2024-03-20,375dfee8,F,Clothing,89.57,66.05,2,10.0,161.23,29.13,East,Retail,Cash,Returning,0
2024-12-17,c1b32908,F,Clothing,216.16,129.56,3,15.0,551.21,162.53,West,Distributor,Card,New,0
2024-10-19,60895278,F,Clothing,222.45,145.98,10,15.0,1890.82,431.02,West,Online,UPI,Returning,1
2024-01-15,84253990,A,Electronics,700.24,444.89,3,5.0,1995.68,661.01,South,Distributor,UPI,New,0
2024-10-05,3b8ac1e9,E,Clothing,318.16,225.05,3,10.0,859.03,183.88,East,Online,NetBanking,Returning,1
2024-12-22,2a51bab1,G,Electronics,834.29,504.24,6,10.0,4505.17,1479.73,South,Online,Card,Returning,1
2024-04-20,8fbc8f7e,G,Electronics,511.62,296.22,1,10.0,460.46,164.24,North,Retail,NetBanking,New,1
2024-07-30,8fb1aa07,E,Clothing,225.86,167.76,8,0.0,1806.88,464.8,South,Online,NetBanking,Returning,0
2024-11-25,563a3234,B,Electronics,305.98,207.03,6,0.0,1835.88,593.7,East,Retail,Cash,Returning,0
2024-07-15,d45555fb,C,Furniture,1423.38,997.18,7,0.0,9963.66,2983.4,West,Retail,Cash,New,0
2024-10-22,c6a1043b,B,Electronics,250.9,168.86,1,0.0,250.9,82.04,South,Retail,UPI,Returning,0
2024-07-27,f733d502,F,Clothing,107.69,75.55,5,0.0,538.45,160.7,South,Online,UPI,Returning,1
2024-02-25,c8ce8743,C,Furniture,1245.08,792.14,2,15.0,2116.64,532.36,South,Retail,Card,Returning,1
2024-10-25,f78fe383,F,Clothing,124.48,88.64,9,0.0,1120.32,322.56,North,Retail,NetBanking,Returning,0
2024-04-23,c444e2f2,D,Furniture,1523.66,1005.85,8,10.0,10970.35,2923.55,East,Online,,New,0
2024-06-08,19bc7aa7,C,Furniture,840.16,595.76,7,0.0,5881.12,1710.8,South,Distributor,NetBanking,Returning,1
2024-05-22,326e4466,A,Electronics,789.34,477.58,10,0.0,7893.4,3117.6,North,Online,Cash,Returning,0
2024-04-27,de5af80d,A,Electronics,392.17,269.74,6,10.0,2117.72,499.28,North,Online,Cash,Returning,1
2024-10-25,33a8896f,B,Electronics,253.54,167.11,6,0.0,1521.24,518.58,East,Retail,NetBanking,New,0
2024-04-14,bea5ae99,E,Clothing,100.47,55.39,3,10.0,271.27,105.1,South,Online,Card,New,1
2024-01-08,54372d41,E,Clothing,191.8,112.56,2,,364.42,139.3,East,Distributor,Card,New,0
2024-09-15,13d160be,F,Clothing,203.05,118.51,6,10.0,1096.47,385.41,East,Retail,UPI,Returning,1
2024-02-07,ad8820f8,F,Clothing,164.1,113.42,9,0.0,1476.9,456.12,North,Retail,Cash,Returning,0
2024-05-16,82a311c3,B,Electronics,465.57,327.5,10,0.0,4655.7,1380.7,East,Distributor,Cash,New,0
2024-01-18,3526f893,G,Electronics,855.29,497.63,10,15.0,7269.97,2293.66,South,Online,UPI,Returning,0
2024-07-21,b8793b60,B,Electronics,406.55,272.35,8,15.0,2764.54,585.74,South,Retail,Card,New,1
2024-03-05,c6ceada1,F,Clothing,84.45,47.19,1,5.0,80.23,33.04,East,Online,Card,Returning,0
2024-06-20,f6df64a5,F,Clothing,143.4,95.22,6,0.0,860.4,289.08,West,Distributor,UPI,Returning,0
2024-01-07,d6b45ea8,F,Clothing,188.83,115.88,1,10.0,169.95,54.07,North,Distributor,NetBanking,Returning,1
2024-12-13,9d7bd0d6,C,Furniture,1319.73,797.3,10,5.0,12537.44,4564.44,East,Distributor,Card,Returning,0
2024-07-11,9d849da3,G,Electronics,353.3,203.52,6,15.0,1801.83,580.71,East,Retail,Cash,Returning,0
2024-02-12,81789ea6,F,Clothing,159.38,102.97,10,5.0,1514.11,484.41,South,Online,UPI,New,0
2024-02-25,015e9d1b,D,Furniture,1690.07,1044.65,9,10.0,13689.57,4287.72,North,Online,UPI,New,1
2024-05-21,52efdd22,D,Furniture,930.33,542.78,7,10.0,5861.08,2061.62,South,Retail,NetBanking,New,0
2024-06-22,65212efb,E,Clothing,192.39,111.63,1,10.0,173.15,61.52,South,Retail,UPI,New,1
2024-08-06,59577deb,E,Clothing,139.05,90.12,5,15.0,590.96,140.36,East,Distributor,Cash,Returning,0
2024-09-16,38c6da04,D,Furniture,1065.72,783.41,10,0.0,10657.2,2823.1,West,Distributor,Cash,Returning,0
2024-06-10,e8bec00b,A,Electronics,541.11,320.19,3,5.0,1542.16,581.59,North,Online,Card,Returning,0
2024-11-22,e3c0dad8,D,Furniture,1591.11,909.76,9,15.0,12171.99,3984.15,South,Online,UPI,Returning,0
2024-01-11,e2aac563,A,Electronics,525.91,331.18,5,10.0,2366.59,710.69,North,Online,Card,New,0
2024-04-23,561a535e,B,Electronics,529.47,345.28,1,15.0,450.05,104.77,West,Retail,NetBanking,New,0
2024-04-29,777cf2a4,F,Clothing,283.06,206.11,9,5.0,2420.16,565.17,East,Retail,Card,Returning,0
2024-10-08,351b4ca3,E,Clothing,233.06,172.44,4,15.0,792.4,102.64,North,Retail,Card,New,0
2024-08-11,8976a632,D,Furniture,1501.3,1122.12,9,10.0,12160.53,2061.45,West,Distributor,NetBanking,New,1
2024-02-04,3f934168,F,Clothing,223.34,159.59,7,15.0,1328.87,211.74,East,Distributor,Card,Returning,1
2024-01-30,8f116cf9,D,Furniture,1121.03,733.73,1,,952.88,219.15,South,Online,UPI,Returning,0
2024-03-15,84cd5aba,B,Electronics,310.27,187.87,2,15.0,527.46,151.72,South,Online,Cash,Returning,0
2024-04-26,96d563b4,D,Furniture,1294.69,846.27,1,0.0,1294.69,448.42,East,Retail,UPI,Returning,0
2024-07-23,ceb2ec78,G,Electronics,420.47,306.5,7,10.0,2648.96,503.46,South,Retail,NetBanking,New,0
2024-11-16,fd6e4feb,G,Electronics,844.29,505.84,1,15.0,717.65,211.81,East,Retail,Cash,Returning,1
2024-05-25,3671fb8e,G,Electronics,587.57,331.72,6,0.0,3525.42,1535.1,East,Retail,NetBanking,Returning,1
2024-06-02,afc64fe1,B,Electronics,570.74,393.03,4,15.0,1940.52,368.4,East,Distributor,Card,Returning,1
2024-07-22,b58786b8,C,Furniture,1120.03,701.23,7,0.0,7840.21,2931.6,East,Online,NetBanking,Returning,0
2024-05-07,85b3ad51,B,Electronics,553.26,400.52,3,0.0,1659.78,458.22,South,Distributor,NetBanking,Returning,0
2024-05-24,dc25a005,E,Clothing,347.46,255.88,10,15.0,2953.41,394.61,East,Online,UPI,Returning,0
2024-06-18,6a958e67,F,Clothing,113.29,84.56,10,5.0,1076.26,230.66,North,Retail,Card,Returning,0
2024-10-06,86d76cb0,A,Electronics,720.58,497.31,2,15.0,1224.99,230.37,North,Online,Cash,New,1
2024-04-26,9d0596be,C,Furniture,1228.83,839.93,5,10.0,5529.73,1330.08,South,Distributor,NetBanking,New,0
2024-05-24,bf8e7cdd,B,Electronics,294.33,189.58,8,5.0,2236.91,720.27,North,Online,Card,Returning,0
2024-07-25,09d36a17,E,Clothing,325.77,217.7,10,5.0,3094.81,917.81,East,Distributor,NetBanking,Returning,0
2024-11-06,0f65589c,G,Electronics,568.19,422.13,7,5.0,3778.46,823.55,South,Distributor,NetBanking,New,0
2024-09-24,bda5dbdf,A,Electronics,621.56,353.66,10,0.0,6215.6,2679.0,East,Distributor,UPI,New,0
2024-01-07,8ac87f2c,B,Electronics,353.09,236.09,1,15.0,300.13,64.04,North,Online,Card,New,1
2024-08-02,7587a672,G,Electronics,497.14,277.21,8,15.0,3380.55,1162.87,West,Retail,Cash,New,0
2024-05-20,70414711,F,Clothing,231.27,169.74,7,10.0,1457.0,268.82,South,Retail,Cash,New,0
2024-12-05,6e1f0ade,B,Electronics,397.46,289.41,8,5.0,3020.7,705.42,East,Retail,Cash,Returning,0
2024-03-28,e4eb0c6b,A,Electronics,343.23,236.29,10,5.0,3260.69,897.79,South,Distributor,Cash,Returning,0
2024-11-20,93fbc8b3,G,Electronics,473.64,288.43,10,10.0,4262.76,1378.46,West,Online,Card,Returning,0
2024-04-25,2aaf068f,E,Clothing,258.96,150.12,5,10.0,1165.32,414.72,West,Retail,Card,New,0
2024-05-19,1e471ed6,D,Furniture,1521.64,881.83,6,15.0,7760.36,2469.38,South,Distributor,Card,New,1
2024-11-21,2065e4a3,G,Electronics,509.75,311.47,7,5.0,3389.84,1209.55,East,Distributor,UPI,Returning,0
2024-05-31,4a9971fb,D,Furniture,1552.06,1133.84,8,0.0,12416.48,3345.76,West,Retail,Cash,Returning,0
2024-10-18,d67db638,C,Furniture,716.04,410.95,4,15.0,2434.54,790.74,North,Online,Card,New,0
2024-06-27,c247af63,D,Furniture,1726.96,1147.22,7,0.0,12088.72,4058.18,West,Online,Card,Returning,0
2024-03-13,9e8dbc70,D,Furniture,1581.09,1138.66,4,5.0,6008.14,1453.5,West,Online,NetBanking,Returning,0
2024-10-30,27457e95,C,Furniture,1447.05,1038.04,9,10.0,11721.1,2378.75,East,Retail,Card,New,0
2024-10-25,a61bba45,E,Clothing,244.01,172.93,5,0.0,1220.05,355.4,West,Distributor,UPI,Returning,0
2024-02-05,22c35112,F,Clothing,259.21,194.0,2,0.0,518.42,130.42,South,Retail,NetBanking,Returning,0
2024-03-24,431469f0,B,Electronics,573.26,407.01,8,15.0,3898.17,642.09,North,Retail,Cash,New,1
2024-05-25,90a66a61,D,Furniture,941.32,646.4,7,10.0,5930.32,1405.52,South,Online,UPI,New,1
2024-02-24,2ea91fac,A,Electronics,386.0,284.8,8,10.0,2779.2,500.8,South,Retail,Cash,New,1
2024-05-14,f7b21581,D,Furniture,832.06,469.35,6,5.0,4742.74,1926.64,South,Online,Cash,Returning,0
2024-08-23,c2831cd8,A,Electronics,777.55,553.13,3,5.0,2216.02,556.63,North,Online,UPI,New,0
2024-04-22,da46296e,G,Electronics,519.63,291.89,7,0.0,3637.41,1594.18,East,Retail,Card,Returning,0
2024-06-10,efde2928,G,Electronics,455.33,309.89,5,,2048.98,499.53,South,Online,NetBanking,New,0
2024-08-13,4d316619,C,Furniture,1365.56,790.5,5,0.0,6827.8,2875.3,North,Online,Card,New,0
2024-03-15,d84268ce,D,Furniture,1932.21,1192.38,9,10.0,15650.9,4919.48,South,Retail,Cash,New,0
2024-10-19,1378e15b,G,Electronics,817.75,511.14,3,10.0,2207.93,674.51,East,Online,UPI,New,1
2024-08-29,0b9e4a1d,G,Electronics,497.67,368.89,9,5.0,4255.08,935.07,West,Online,Card,Returning,0
2024-03-26,1e87325e,G,Electronics,621.05,378.71,1,15.0,527.89,149.18,North,Distributor,Card,Returning,0
